date,centre_id,centre_name,centre_type,district_id,medicine_id,medicine_name,medicine_category,current_stock,minimum_stock,maximum_stock,stock_to_min_ratio,days_since_last_restock,last_restock_quantity,dispensed_qty_today,dispensed_qty_7d_avg,dispensed_qty_14d_avg,dispensed_qty_30d_avg,dispensed_qty_7d_std,consumption_trend_7_30,day_of_week,month,is_weekend,is_monsoon,days_until_stockout
2026-01-06,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,197,126,810,1.563,21,450,23,19.14,19.64,18.8,3.58,1.018,1,1,0,0,60.0
2026-01-07,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,180,126,810,1.429,22,450,17,19.71,19.64,19.2,3.86,1.027,2,1,0,0,60.0
2026-01-08,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,169,126,810,1.341,23,450,11,19,19.07,18.97,3.83,1.002,3,1,0,0,60.0
2026-01-09,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,156,126,810,1.238,24,450,13,17.29,18.29,18.7,4.39,0.924,4,1,0,0,60.0
2026-01-10,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,592,126,810,4.698,0,450,14,16.29,18.07,18.57,4.46,0.877,5,1,1,0,60.0
2026-01-11,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,579,126,810,4.595,1,450,13,15.43,17.64,18.5,4.2,0.834,6,1,1,0,60.0
2026-01-12,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,557,126,810,4.421,2,450,22,15.57,17.57,18.23,4.08,0.854,0,1,0,0,60.0
2026-01-13,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,534,126,810,4.238,3,450,23,16.14,17.64,18.43,4.71,0.876,1,1,0,0,60.0
2026-01-14,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,515,126,810,4.087,4,450,19,16.14,17.93,18.7,4.71,0.863,2,1,0,0,60.0
2026-01-15,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,506,126,810,4.016,5,450,9,16.43,17.71,18.5,4.83,0.888,3,1,0,0,60.0
2026-01-16,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,486,126,810,3.857,6,450,20,16.14,16.71,17.97,5.24,0.898,4,1,0,0,60.0
2026-01-17,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,468,126,810,3.714,7,450,18,17.14,16.71,17.8,5.21,0.963,5,1,1,0,60.0
2026-01-18,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,454,126,810,3.603,8,450,14,17.71,16.57,17.97,5.02,0.986,6,1,1,0,60.0
2026-01-19,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,420,126,810,3.333,9,450,34,17.86,16.71,17.8,4.88,1.003,0,1,0,0,60.0
2026-01-20,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,401,126,810,3.183,10,450,19,19.57,17.86,18.43,7.81,1.062,1,1,0,0,60.0
2026-01-21,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,378,126,810,3.0,11,450,23,19,17.57,18.7,7.66,1.016,2,1,0,0,60.0
2026-01-22,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,354,126,810,2.81,12,450,24,19.57,18,18.9,7.81,1.036,3,1,0,0,60.0
2026-01-23,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,338,126,810,2.683,13,450,16,21.71,18.93,18.93,6.34,1.147,4,1,0,0,60.0
2026-01-24,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,322,126,810,2.556,14,450,16,21.14,19.14,18.63,6.69,1.135,5,1,1,0,60.0
2026-01-25,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,304,126,810,2.413,15,450,18,20.86,19.29,18.43,6.89,1.131,6,1,1,0,60.0
2026-01-26,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,282,126,810,2.238,16,450,22,21.43,19.64,18.5,6.37,1.158,0,1,0,0,60.0
2026-01-27,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,263,126,810,2.087,17,450,19,19.71,19.64,18.57,3.3,1.062,1,1,0,0,60.0
2026-01-28,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,240,126,810,1.905,18,450,23,19.71,19.36,18.73,3.3,1.052,2,1,0,0,60.0
2026-01-29,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,224,126,810,1.778,19,450,16,19.71,19.64,18.8,3.3,1.049,3,1,0,0,60.0
2026-01-30,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,204,126,810,1.619,20,450,20,18.57,20.14,18.7,2.94,0.993,4,1,0,0,60.0
2026-01-31,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,183,126,810,1.452,21,450,21,19.14,20.14,18.63,2.73,1.027,5,1,1,0,60.0
2026-02-01,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,168,126,810,1.333,22,450,15,19.86,20.36,18.57,2.41,1.069,6,2,1,0,60.0
2026-02-02,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,148,126,810,1.175,23,450,20,19.43,20.43,18.4,2.99,1.056,0,2,0,0,60.0
2026-02-03,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,126,126,810,1.0,24,450,22,19.14,19.43,18.4,2.79,1.04,1,2,0,0,60.0
2026-02-04,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,109,126,810,0.865,25,450,17,19.57,19.64,18.73,2.99,1.045,2,2,0,0,60.0
2026-02-05,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,91,126,810,0.722,26,450,18,18.71,19.21,18.7,2.69,1.001,3,2,0,0,60.0
2026-02-06,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,66,126,810,0.524,27,450,25,19,18.79,18.53,2.45,1.025,4,2,0,0,60.0
2026-02-07,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,498,126,810,3.952,0,450,18,19.71,19.43,18.8,3.35,1.049,5,2,1,0,60.0
2026-02-08,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,479,126,810,3.802,1,450,19,19.29,19.57,19.03,3.35,1.013,6,2,1,0,60.0
2026-02-09,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,464,126,810,3.683,2,450,15,19.86,19.64,19.23,2.79,1.032,0,2,0,0,60.0
2026-02-10,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,437,126,810,3.468,3,450,27,19.14,19.14,19.27,3.34,0.994,1,2,0,0,60.0
2026-02-11,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,417,126,810,3.31,4,450,20,19.86,19.71,19.73,4.41,1.006,2,2,0,0,60.0
2026-02-12,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,398,126,810,3.159,5,450,19,20.29,19.5,19.67,4.23,1.031,3,2,0,0,60.0
2026-02-13,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,381,126,810,3.024,6,450,17,20.43,19.71,19.53,4.16,1.046,4,2,0,0,60.0
2026-02-14,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,358,126,810,2.841,7,450,23,19.29,19.5,19.47,3.77,0.991,5,2,1,0,60.0
2026-02-15,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,347,126,810,2.754,8,450,11,20,19.64,19.93,3.96,1.003,6,2,1,0,60.0
2026-02-16,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,326,126,810,2.587,9,450,21,18.86,19.36,19.63,5.24,0.96,0,2,0,0,60.0
2026-02-17,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,305,126,810,2.421,10,450,21,19.71,19.43,19.73,4.99,0.999,1,2,0,0,60.0
2026-02-18,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,284,126,810,2.254,11,450,21,18.86,19.36,19.97,3.93,0.944,2,2,0,0,60.0
2026-02-19,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,267,126,810,2.119,12,450,17,19,19.64,19.53,4.0,0.973,3,2,0,0,60.0
2026-02-20,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,249,126,810,1.976,13,450,18,18.71,19.57,19.47,4.07,0.961,4,2,0,0,60.0
2026-02-21,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,225,126,810,1.786,14,450,24,18.86,19.07,19.3,4.02,0.977,5,2,1,0,60.0
2026-02-22,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,212,126,810,1.683,15,450,13,19,19.5,19.3,4.2,0.984,6,2,1,0,60.0
2026-02-23,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,197,126,810,1.563,16,450,15,19.29,19.07,19.2,3.59,1.004,0,2,0,0,60.0
2026-02-24,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,172,126,810,1.365,17,450,25,18.43,19.07,19.17,3.82,0.961,1,2,0,0,60.0
2026-02-25,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,160,126,810,1.27,18,450,12,19,18.93,19.4,4.51,0.979,2,2,0,0,60.0
2026-02-26,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,138,126,810,1.095,19,450,22,17.71,18.36,19.07,5.09,0.929,3,2,0,0,60.0
2026-02-27,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,126,126,810,1.0,20,450,12,18.43,18.57,19.17,5.32,0.961,4,2,0,0,60.0
2026-02-28,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,107,126,810,0.849,21,450,19,17.57,18.21,18.8,5.86,0.935,5,2,1,0,60.0
2026-03-01,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,93,126,810,0.738,22,450,14,16.86,17.93,18.9,5.21,0.892,6,3,1,0,60.0
2026-03-02,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,77,126,810,0.611,23,450,16,17,18.14,18.7,5.1,0.909,0,3,0,0,60.0
2026-03-03,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,60,126,810,0.476,24,450,17,17.14,17.79,18.53,5.05,0.925,1,3,0,0,60.0
2026-03-04,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,488,126,810,3.873,0,450,22,16,17.5,18.6,3.7,0.86,2,3,0,0,60.0
2026-03-05,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,480,126,810,3.81,1,450,8,17.43,17.57,18.67,3.82,0.934,3,3,0,0,60.0
2026-03-06,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,460,126,810,3.651,2,450,20,15.43,16.93,18.2,4.61,0.848,4,3,0,0,60.0
2026-03-07,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,444,126,810,3.524,3,450,16,16.57,17.07,18.3,4.61,0.906,5,3,1,0,60.0
2026-03-08,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,432,126,810,3.429,4,450,12,16.14,16.5,18.23,4.49,0.885,6,3,1,0,60.0
2026-03-09,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,410,126,810,3.254,5,450,22,15.86,16.43,17.8,4.71,0.891,0,3,0,0,60.0
2026-03-10,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,383,126,810,3.04,6,450,27,16.71,16.93,17.93,5.25,0.932,1,3,0,0,60.0
2026-03-11,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,366,126,810,2.905,7,450,17,18.14,17.07,18.2,6.54,0.997,2,3,0,0,60.0
2026-03-12,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,346,126,810,2.746,8,450,20,17.43,17.43,18.27,6.32,0.954,3,3,0,0,60.0
2026-03-13,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,332,126,810,2.635,9,450,14,19.14,17.29,18.03,4.78,1.062,4,3,0,0,60.0
2026-03-14,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,321,126,810,2.548,10,450,11,18.29,17.43,17.83,5.12,1.025,5,3,1,0,60.0
2026-03-15,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,310,126,810,2.46,11,450,11,17.57,16.86,17.57,5.8,1.0,6,3,1,0,60.0
2026-03-16,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,291,126,810,2.31,12,450,19,17.43,16.64,17.37,5.97,1.004,0,3,0,0,60.0
2026-03-17,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,274,126,810,2.175,13,450,17,17,16.86,17.23,5.69,0.986,1,3,0,0,60.0
2026-03-18,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,264,126,810,2.095,14,450,10,15.57,16.86,17.43,3.64,0.893,2,3,0,0,60.0
2026-03-19,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,245,126,810,1.944,15,450,19,14.57,16,17.07,4.12,0.854,3,3,0,0,60.0
2026-03-20,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,226,126,810,1.794,16,450,19,14.43,16.79,17,3.91,0.849,4,3,0,0,60.0
2026-03-21,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,205,126,810,1.627,17,450,21,15.14,16.71,16.93,4.26,0.894,5,3,1,0,60.0
2026-03-22,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,196,126,810,1.556,18,450,9,16.57,17.07,17.07,4.31,0.971,6,3,1,0,60.0
2026-03-23,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,177,126,810,1.405,19,450,19,16.29,16.86,16.77,4.79,0.971,0,3,0,0,60.0
2026-03-24,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,152,126,810,1.206,20,450,25,16.29,16.64,16.6,4.79,0.981,1,3,0,0,60.0
2026-03-25,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,130,126,810,1.032,21,450,22,17.43,16.5,17,5.83,1.025,2,3,0,0,60.0
2026-03-26,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,561,126,810,4.452,0,450,19,19.14,16.86,17.23,4.98,1.111,3,3,0,0,60.0
2026-03-27,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,541,126,810,4.294,1,450,20,19.14,16.79,17.03,4.98,1.124,4,3,0,0,60.0
2026-03-28,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,526,126,810,4.175,2,450,15,19.29,17.21,17.3,4.99,1.115,5,3,1,0,60.0
2026-03-29,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,514,126,810,4.079,3,450,12,18.43,17.5,17.07,5.16,1.08,6,3,1,0,60.0
2026-03-30,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,498,126,810,3.952,4,450,16,18.86,17.57,17.07,4.3,1.105,0,3,0,0,60.0
2026-03-31,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,476,126,810,3.778,5,450,22,18.43,17.36,16.97,4.43,1.086,1,3,0,0,60.0
2026-04-01,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,453,126,810,3.595,6,450,23,18,17.71,17.23,3.79,1.044,2,4,0,0,60.0
2026-04-02,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,438,126,810,3.476,7,450,15,18.14,18.64,17.47,3.98,1.039,3,4,0,0,60.0
2026-04-03,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,419,126,810,3.325,8,450,19,17.57,18.36,17.4,4.12,1.01,4,4,0,0,60.0
2026-04-04,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,403,126,810,3.198,9,450,16,17.43,18.36,17.3,4.04,1.007,5,4,1,0,60.0
2026-04-05,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,393,126,810,3.119,10,450,10,17.57,18,17.57,3.95,1.0,6,4,1,0,60.0
2026-04-06,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,373,126,810,2.96,11,450,20,17.29,18.07,17.23,4.46,1.003,0,4,0,0,60.0
2026-04-07,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,356,126,810,2.825,12,450,17,17.86,18.14,17.37,4.53,1.028,1,4,0,0,60.0
2026-04-08,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,336,126,810,2.667,13,450,20,17.14,17.57,17.53,4.14,0.978,2,4,0,0,60.0
2026-04-09,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,321,126,810,2.548,14,450,15,16.71,17.43,17.47,3.55,0.957,3,4,0,0,60.0
2026-04-10,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,302,126,810,2.397,15,450,19,16.71,17.14,17.07,3.55,0.979,4,4,0,0,60.0
2026-04-11,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,285,126,810,2.262,16,450,17,16.71,17.07,17.13,3.55,0.976,5,4,1,0,60.0
2026-04-12,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,276,126,810,2.19,17,450,9,16.86,17.21,17.03,3.53,0.99,6,4,1,0,60.0
2026-04-13,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,251,126,810,1.992,18,450,25,16.71,17,16.87,3.86,0.991,0,4,0,0,59.0
2026-04-14,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,222,126,810,1.762,19,450,29,17.43,17.64,17.33,4.89,1.005,1,4,0,0,58.0
2026-04-15,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,206,126,810,1.635,20,450,16,19.14,18.14,17.93,6.54,1.067,2,4,0,0,57.0
2026-04-16,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,190,126,810,1.508,21,450,16,18.57,17.64,17.83,6.63,1.041,3,4,0,0,56.0
2026-04-17,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,166,126,810,1.317,22,450,24,18.71,17.71,17.8,6.55,1.051,4,4,0,0,55.0
2026-04-18,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,149,126,810,1.183,23,450,17,19.43,18.07,18.27,6.85,1.064,5,4,1,0,54.0
2026-04-19,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,138,126,810,1.095,24,450,11,19.43,18.14,18.2,6.85,1.067,6,4,1,0,53.0
2026-04-20,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,121,126,810,0.96,25,450,17,19.71,18.21,17.93,6.37,1.099,0,4,0,0,52.0
2026-04-21,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,99,126,810,0.786,26,450,22,18.57,18,17.8,5.97,1.043,1,4,0,0,51.0
2026-04-22,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,529,126,810,4.198,0,450,20,17.57,18.36,18.23,4.28,0.964,2,4,0,0,50.0
2026-04-23,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,511,126,810,4.056,1,450,18,18.14,18.36,18.27,4.3,0.993,3,4,0,0,49.0
2026-04-24,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,497,126,810,3.944,2,450,14,18.43,18.57,18.03,4.2,1.022,4,4,0,0,48.0
2026-04-25,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,474,126,810,3.762,3,450,23,17,18.21,17.77,3.65,0.957,5,4,1,0,47.0
2026-04-26,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,460,126,810,3.651,4,450,14,17.86,18.64,17.9,4.3,0.998,6,4,1,0,46.0
2026-04-27,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,433,126,810,3.437,5,450,27,18.29,19,17.7,3.59,1.033,0,4,0,0,45.0
2026-04-28,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,414,126,810,3.286,6,450,19,19.71,19.14,18.1,4.79,1.089,1,4,0,0,44.0
2026-04-29,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,399,126,810,3.167,7,450,15,19.29,18.43,18.33,4.68,1.052,2,4,0,0,43.0
2026-04-30,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,383,126,810,3.04,8,450,16,18.57,18.36,18.3,4.93,1.015,3,4,0,0,42.0
2026-05-01,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,365,126,810,2.897,9,450,18,18.29,18.36,18.1,5.02,1.01,4,5,0,0,41.0
2026-05-02,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,348,126,810,2.762,10,450,17,18.86,17.93,17.93,4.67,1.052,5,5,1,0,40.0
2026-05-03,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,342,126,810,2.714,11,450,6,18,17.93,18,4.32,1.0,6,5,1,0,39.0
2026-05-04,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,322,126,810,2.556,12,450,20,16.86,17.57,17.57,6.2,0.96,0,5,0,0,38.0
2026-05-05,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,302,126,810,2.397,13,450,20,15.86,17.79,17.7,4.67,0.896,1,5,0,0,37.0
2026-05-06,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,282,126,810,2.238,14,450,20,16,17.64,18.03,4.8,0.887,2,5,0,0,36.0
2026-05-07,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,263,126,810,2.087,15,450,19,16.71,17.64,18.03,4.99,0.927,3,5,0,0,35.0
2026-05-08,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,237,126,810,1.881,16,450,26,17.14,17.71,18.1,5.05,0.947,4,5,0,0,34.0
2026-05-09,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,224,126,810,1.778,17,450,13,18.29,18.57,18.3,6.07,0.999,5,5,1,0,33.0
2026-05-10,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,216,126,810,1.714,18,450,8,17.71,17.86,18.23,6.4,0.972,6,5,1,0,32.0
2026-05-11,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,193,126,810,1.532,19,450,23,18,17.43,17.87,5.8,1.007,0,5,0,0,31.0
2026-05-12,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,168,126,810,1.333,20,450,25,18.43,17.14,18.07,6.08,1.02,1,5,0,0,30.0
2026-05-13,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,597,126,810,4.738,0,450,21,19.14,17.57,18.6,6.57,1.029,2,5,0,0,29.0
2026-05-14,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,585,126,810,4.643,1,450,12,19.29,18,18.47,6.6,1.044,3,5,0,0,28.0
2026-05-15,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,563,126,810,4.468,2,450,22,18.29,17.71,17.9,7.16,1.022,4,5,0,0,27.0
2026-05-16,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,543,126,810,4.31,3,450,20,17.71,18,18.1,6.58,0.979,5,5,1,0,26.0
2026-05-17,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,529,126,810,4.198,4,450,14,18.71,18.21,18.23,6.26,1.026,6,5,1,0,25.0
2026-05-18,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,508,126,810,4.032,5,450,21,19.57,18.79,17.9,4.79,1.093,0,5,0,0,24.0
2026-05-19,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,488,126,810,3.873,6,450,20,19.29,18.86,18.03,4.61,1.069,1,5,0,0,23.0
2026-05-20,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,466,126,810,3.698,7,450,22,18.57,18.86,18.33,3.91,1.013,2,5,0,0,22.0
2026-05-21,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,445,126,810,3.532,8,450,21,18.71,19,18.5,4.03,1.012,3,5,0,0,21.0
2026-05-22,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,426,126,810,3.381,9,450,19,20,19.14,18.47,2.77,1.083,4,5,0,0,20.0
2026-05-23,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,412,126,810,3.27,10,450,14,19.57,18.64,18.43,2.64,1.062,5,5,1,0,19.0
2026-05-24,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,399,126,810,3.167,11,450,13,18.71,18.71,18.3,3.35,1.023,6,5,1,0,18.0
2026-05-25,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,376,126,810,2.984,12,450,23,18.57,19.07,18.27,3.6,1.017,0,5,0,0,17.0
2026-05-26,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,358,126,810,2.841,13,450,18,18.86,19.07,18.27,3.89,1.032,1,5,0,0,16.0
2026-05-27,1,Coimbatore Central PHC,PHC,1,1,Paracetamol,Analgesic / Antipyretic,347,126,810,2.754,14,450,11,18.57,18.57,18.4,3.87,1.009,2,5,0,0,15.0
